concept,concept_type,domain,drill_up,indicator_url,name,scale,scales,tooltip,unit
suicide_age_45_59_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGh2OWd2eVJiUnhScW9tOEtNTFkyQUE,Suicide age 45-59,lin,"['linear', 'log']","Mortality due to self-inflicted injury among persons aged 45-59 years, per 100,000 standard population, age adjusted",per 100 000 people
suicide_age_60plus_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVRNFBZS2wzRmtZOWZEZDVZVG05dHc,Suicide age 60+,lin,"['linear', 'log']","Mortality due to self-inflicted injury among persons aged 60+ years, per 100,000 standard population, age adjusted",per 100 000 people
traffic_mortality_children_0_14_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldHB2MkhmVDcyMG1Oa3Y5eEhRQ0VlUWc,Traffic mortality 0-14,lin,"['linear', 'log']","Mortality among children aged 0-14 years due to traffic injury, per 100,000 standard population, age adjusted",per 100 000 people
traffic_mortality_15_29_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVPSG5qYzBfS0llQ1RnTl9wWXZodkE,Traffic mortality 15-29,lin,"['linear', 'log']","Mortality among persons aged 15-29 years due to traffic injury, per 100,000 standard population, age adjusted",per 100 000 people
traffic_mortality_30_44_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGRqbENsQm5VMWFLdnRXV0w1S0tVSEE,Traffic mortality 30-44,lin,"['linear', 'log']","Mortality among persons aged 30-44 years due to traffic injury, per 100,000 standard population, age adjusted",per 100 000 people
traffic_mortality_45_59_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldFJrcW9wdlJITlBDYU9IbnRKdVllVGc,Traffic mortality 45-59,lin,"['linear', 'log']","Mortality among persons aged 45-59 years due to traffic injury, per 100,000 standard population, age adjusted",per 100 000 people
traffic_mortality_60plus_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEw5RXhuckZuU1V2aVAzNDFZaDUxa2c,Traffic mortality 60+,lin,"['linear', 'log']","Mortality among persons aged 60+ years due to traffic injury, per 100,000 standard population, age adjusted",per 100 000 people
ifpri_underweight_children,measure,,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHFkZlc5WkhVQmVmeU0tR0RsSUdTU0E,IFPRI Underweight children,lin,"['linear', 'log']",Percent of children under five who are more than two standard deviations below average weight for age. ,
maternal_mortality_ratio_who,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdE5UaXVKa2hWbUFzcUJJbVdHOE1VcFE,Maternal mortality (WHO),log,"['log', 'linear']","The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",deaths per 100 000 live births
battle_deaths_per_100_000,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldElMWEl4RFVTemlMbzJqRU50ZDJ3SHc,Battle deaths,lin,"['linear', 'log']","Battle deaths, age-adjusted mortality per 100 000 standard population.",per 100 000
armed_forces_personnel_total,measure,,,https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdG1nNjk5RzItcUp6N2dSdHUwOENXa0E,Armed forces total,lin,"['linear', 'log']","Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces.",
armed_forces_personnel_percent_of_labor_force,measure,,,https://spreadsheets.google.com/pub?key=0Asm_G8nr4TCSdFFoVWRjcUdKZDFydGdGNXkzS2ZRbHc,Armed forces share,lin,"['linear', 'log']","Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces. Labor force comprises all people who meet the International Labour Organization's definition of the economically active population.",% of labor force
murder_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tIgjxaAg3M6kuHRcQTjEgsQ,Murder total deaths,lin,"['linear', 'log']",Total number of estimated deaths from interpersonal violence,
suicide_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tOS388dWYzO1_FANUaiwKuA,Suicide,lin,"['linear', 'log']",Total number of estimated deaths from self-inflicted injury,total deaths
traffic_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tW9t1f9EQpvS4U04kWnk-og,Traffic,lin,"['linear', 'log']",Total number of estimated deaths from road traffic accidents,total deaths
debt_servicing_costs_percent_of_exports_and_net_income_from_abroad,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd-30XcArAJHA,Debt servicing costs,lin,"['linear', 'log']","The sum of principal and interest paid in foreign currency, goods or services on long-term debt, interest paid on short-term debt and repayments to the International Monetary Fund, as a percentage of net exports and income from abroad.",% of exports and net income from abroad
external_debt_total_us_not_inflation_adjusted,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdQY2PxSsxxJQ,"External debt, total",lin,"['linear', 'log']","Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U. S. dollars. World Bank, Global Development Finance. ","US$, not inflation-adjusted"
present_value_of_debt_percent_of_gni,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeUceHo3wTOaQ,Present value of debt,lin,"['linear', 'log']","Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.",% of GNI
exports_unit_value_index_2000100,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEddLKU1fnfSSA,Exports unit value,lin,"['linear', 'log']","Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.","index, 2000=100"
imports_unit_value_index_2000100,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcL6zpB3Sj1Wg,Imports unit value,lin,"['linear', 'log']","Import value indexes are the current value of imports (c.i.f.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's import value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the import value indexes are derived from import volume indexes (line 73) and corresponding unit value indexes of imports (line 75) in the IMF's International Financial Statistics.","index, 2000=100"
net_barter_terms_of_trade_2000_100,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe5SueBIj6eSw,Net barter terms of trade,lin,"['linear', 'log']",Net barter terms of trade is the percentage ratio of the export price index to the corresponding import price index measured relative to the base year 2000. ,2000 = 100
dead_kids_per_woman,measure,,,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdDRQTUhzNmVySlp6djRtLWh4eS1sNHc,Dead kids per woman,,"['linear', 'log']",How many children a woman has on average that dies before their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,
surviving_kids_per_woman,measure,,,http://spreadsheets.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdGdFWmhqOEVXcUZha1hJWXAtWHlDSFE,Surviving kids per woman,,"['linear', 'log']",How many children a woman has on average that survives until their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.,
20120905_extreme_poverty_percent_people_below_125_a_day,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdDhjcXdjbURLMFFVcVFPYThhYmtvZXc,Extreme poverty (2012-09-05),lin,"['linear', 'log']",WDI 20120905 The percentage of people living on less than $1.25 (2005 purchasing power parity dollars).,% people below $1.25 a day
alternative_gdp_per_capita_ppp_wb,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdERlTHZFQ2ZaUkpySHpQMF82UmdlcUE,"Alternative GDP/capita PPP, WB",,"['linear', 'log']","GDP per capita PPP, in 2005 i$ from World Bank.",
alternative_gdp_per_capita_ppp_pwt_7_1,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArtujvvFrPjVdEhhbV90QlJ3RFM0TW83dHd6RXBiX3c,"Alternative GDP/capita PPP, PWT 7.1",,"['linear', 'log']","GDP per capita PPP, in 2005 i$ from PWT 7.1",
number_of_child_deaths,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhSY2trbEVpYnNsMENqendaVm5ucnc,Number of child deaths,,"['linear', 'log']",The number of children dying before age 5,
energy_supply_per_person_toe,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFFjMFlMeS02N1NGNjJabl8wamVtdHc,Energy supply per person,,"['linear', 'log']","Total energy supply per person, tonnes of oil equivalent",tons in oil eqv.
energy_from_solid_biofuels_percent,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFdaNHA3R1BzcG9GSlkwMXdnMHpScVE,Energy from solid biofuels,,"['linear', 'log']","Percent of total energy supply that comes from ""solid biofuels"". Solid biofuels includes ""traditional energy sources"" e.g. firewood. ",%
residential_energy_use_percent,measure,,,"https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdEV1RkJqTEItQnJYVXJlZzVuc3Y3Mmc

",Residential energy use,,"['linear', 'log']","Percent of total emergy consumption that is used as ""residential consumption""",%
life_expectancy_at_birth_data_from_ihme,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdG9jSHA0WklHU0dqUnBCVUpVOXFzQUE,Life expectancy at birth (IHME),,"['linear', 'log']","Life expectancy at birth, the data is taken from Institute for health metrics and evaluation",
children_per_woman_temporary_update,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdFJCTm43NGc0SzdYeHBpZWZGb1V0ckE,Children per woman temporary update,,"['linear', 'log']","Children per woman (TFR), temporary update",
alternative_gdp_per_capita_ppp_pwt_8_0,measure,,,https://docs.google.com/spreadsheet/pub?key=0ArfEDsV3bBwCdGhmWXFMY0hNcDFiTEt3ZVE4b21wRlE,Alternative GDP/capita PPP PWT 8.0,,"['linear', 'log']","GDP per capita PPP, in 2005 i$ from PWT 8.0 (based on rgdpe)",
life_expectancy_male,measure,,,https://docs.google.com/spreadsheet/pub?key=1iHsRp1TARpgh2CbuZGP5fj6jeY3Iz5cBLKTDlukVSHI,"Life expectancy, male",,"['linear', 'log']","Life expectancy at birth, male, with projections",
life_expectancy_female,measure,,,https://docs.google.com/spreadsheet/pub?key=12VhzicKNQCt8I4gmtBmulpfzDfnGjvFPr38g2wDcEGU,"Life expectancy, female",,"['linear', 'log']","Life expectancy at birth, female, with projections",
gdp_total_yearly_growth,measure,,,https://docs.google.com/spreadsheet/pub?key=1LklNUuBgFLNcGyG63kqjyze7N8_fDlNLAWZG4YKwJXc,GDP total yearly growth,,"['linear', 'log']","Based on gapminder's GDP per capita, PPP",percent of total GDP
gdp_per_capita_yearly_growth,measure,,,https://docs.google.com/spreadsheet/pub?key=1tAnT0EeP67_DoOJCXb3Wd0hqjVMe0KWHPwUH22-BNmQ,GDP/capita yearly growth,,"['linear', 'log']","Based on gapminder's GDP per capita, PPP",percent of GDP per capita
yearly_co2_emissions_1000_tonnes,measure,,,https://docs.google.com/spreadsheet/pub?key=16USvgw1H-rXCK0ZMmDkyMPd1FXQNpjCj6HCMIn-fmFQ,Yearly CO2 emissions,,"['linear', 'log']",Total carbon dioxide emissions from the burning of fossil fuels during the given year (1000 metric tonnes of CO2).,1000 tons
child_mortality_0_5_year_olds_more_years_version_7,measure,,,http://spreadsheets.google.com/pub?key=1qOyLQJxO8zBHvldD1tS1s9dYIHuCe8u72JZQ_LjI9qI,"Child mortality (More years, v.7)",,"['linear', 'log']","Death of children under five years of age per 1,000 live births. More years are included in this indicator.",deaths under age 5 per 1 000 births
number_of_people_in_poverty,measure,,,https://docs.google.com/spreadsheet/pub?key=1edXplIOkF3Y5OuEWp_aVapd92-OD5aVFAPECZLgP8cA,Number of people in poverty,,"['linear', 'log']",Number of the poor population in millions living on less than $1.25 a day at 2005 international prices. Povcal data,
income_per_person_long_series,measure,,,https://docs.google.com/spreadsheet/pub?key=1SKMoV61HUNwWfYNCZs2M9zgMWqVrs9YrbJxs5HQbJSQ,Income per person (long series),,"['linear', 'log']","Income per person, version 15, including historical data & projections",
newborn_mortality_rate_per_1000,measure,,,https://docs.google.com/spreadsheets/d/1S3Kcw96vp5-fZbaM7Lck_06IbJ8DagThGI5KHnzeSps/pub,Newborn mortality rate per 1000,,"['linear', 'log']",Neonatal mortality rate. Children dying within the first 28 days per 1000 live births.,
newborn_deaths,measure,,,https://docs.google.com/spreadsheets/d/1iTvolhgIMta3MmsoPkGnewJiaybev3MvR9e_7mxZ48o/pubhtml,Newborn deaths,,"['linear', 'log']",Neonatal deaths Children dying within the first 28 days.,
sg_population,measure,,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,sg_population,,"['linear', 'log']",,
sg_gini,measure,,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,sg_gini,,['linear'],,
sg_gdp_p_cap_const_ppp2011_dollar,measure,,,http://www.gapminder.org/news/data-sources-dont-panic-end-poverty,sg_gdp_p_cap_const_ppp2011_dollar,,"['log', 'linear']",,
